2.748	0.000	0.000
1.912	0.000	0.000
2.813	0.000	0.000
2.112	0.000	0.000
4.216	0.000	0.000
5.205	0.000	0.000
2.938	0.000	0.000
1.858	0.000	0.000
1.042	0.001	0.001
5.846	0.000	0.000
4.841	0.000	0.000
3.287	0.000	0.000
2.522	0.000	0.000
1.189	0.001	0.000
1.409	0.001	0.000
2.258	0.000	0.000
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
5.094
2.160
1.510
2.285
6.088
1.706
4.783
1.149
1.967
0.000
0.000
0.001
0.000
0.000
0.000
0.000
0.001
0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
8/16/2018
44.077
4.512
6.161
3.456
3.304
5.596
3.724
3.194
6.771
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8/17/2018
8/17/2018
8/17/2018
8/17/2018
8/17/2018
8/17/2018
8/17/2018
8/17/2018
8/17/2018
3.671
4.811
3.911
3.288
6.731
5.043
0.000
0.000
0.000
0.000
0.000
0.000
0.000	0.000	0.000	0.000	0.000	0.000
8/17/2018
8/17/2018
8/17/2018
8/17/2018
8/17/2018
8/17/2018
3.903
3.067
4.110
3.802
3.472
4.663
6.720
5.660
3.808
3.864
4.792
5.020
4.803
3.659
3.527
3.330
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
8/21/2018
41.558
29.685
40.000
36.613
39.409
37.383
38.369
45.326
45.845
17.167
27.304
33.755
10.044
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
43.956
49.689
36.613
37.825
41.558
36.613
30.075
42.667
45.845
41.344
44.321
43.478
41.885
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
8/30/2018
